experiment,pid,utid,trial_type,trial_name,trial_spec,accuracy,hamming,num_indirect_errors,num_indirect_links,priorTruth,priorISpost,cond_label,cond,cond_order,genCorr,posCorr,negCorr,weakCorr,stgCorr,weakPosCorr,stgPosCorr,weakNegCorr,stgNegCorr,nullCorr,nonNullCorr,inters,inters_real,sense,expect,variables,std_order,postOriginOrder,num_inter,intervened_time,lc_prior_bf,lc_prior_bf_aic
experiment_2,5f958e181381b5079be5d02f,2-5f958e181381b5079be5d02f-estate_1-congruent,congruent,estate,,0.8551586351244197,1.0,0,3,0.1474419561548971,False,,1,1.0,0.5,1.0,1.0,0.3333333333333333,,0.5,0.0,0.0,,1.0,1.0,,,3.0,3,,House Prices_Desirability_Population Density,House Prices_Desirability_Population Density,11.0,0.4768211920529801,0,1.0
experiment_2,5f958e181381b5079be5d02f,2-5f958e181381b5079be5d02f-finance_1-incongruent,incongruent,finance,,0.8026144915120693,0.6666666666666667,2,2,0.5310850045437944,False,,2,2.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,,0.0,0.0,1.0,,,3.0,2,,Virus Cases_Stock Prices_Lockdown Measures,Virus Cases_Stock Prices_Lockdown Measures,4.0,0.3973509933774834,0,1.0
experiment_2,5f958e181381b5079be5d02f,2-5f958e181381b5079be5d02f-pos_chain_2-generic_0,generic_0,chain,neg,0.8787321874818335,0.8333333333333334,0,1,,,,1,,0.6666666666666667,,1.0,,0.5,,,,0.5,0.75,1.0,,,,,,one_two_three,Blue_Red_Green,8.0,0.5331125827814569,0,1.0
experiment_2,5f9a893d999ea71a0c6c4851,2-5f9a893d999ea71a0c6c4851-confound_1-generic_0,generic_0,confound,neg,0.8143046618229481,0.8333333333333334,0,0,,,,1,,0.6666666666666667,1.0,0.5,1.0,0.0,1.0,,,0.0,1.0,0.6666666666666666,,,,,,one_two_three,Blue_Red_Green,9.0,0.5364238410596026,0,0.0
experiment_2,5f9a893d999ea71a0c6c4851,2-5f9a893d999ea71a0c6c4851-crime_4-implausible,implausible,crime,,0.6482737709436706,0.5,2,3,0.90267093384844,False,,3,1.0,0.1666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.0,0.5,0.0,,0.0,,1.0,,,2.0,3,,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,7.0,0.6324503311258278,0,0.0
experiment_2,5f9a893d999ea71a0c6c4851,2-5f9a893d999ea71a0c6c4851-estate_4-incongruent,incongruent,estate,,0.7650218650036128,0.6666666666666667,1,3,0.4790701375804084,False,,2,3.0,0.5,1.0,0.5,0.3333333333333333,,1.0,1.0,0.0,,0.0,1.0,,,3.0,4,,House Prices_Desirability_Population Density,House Prices_Desirability_Population Density,5.0,0.3874172185430463,0,0.0
experiment_2,5f9a893d999ea71a0c6c4851,2-5f9a893d999ea71a0c6c4851-finance_4-congruent,congruent,finance,,0.6861770427695761,0.5,2,3,0.1428571428571428,False,,1,2.0,0.1666666666666666,1.0,0.5,0.25,,0.0,,0.5,,0.0,1.0,,,3.0,4,,Virus Cases_Stock Prices_Lockdown Measures,Virus Cases_Stock Prices_Lockdown Measures,6.0,0.7052980132450332,0,0.0
experiment_2,5fa01b6003aed3026366571c,2-5fa01b6003aed3026366571c-crime_1-implausible,implausible,crime,,0.8241368854718353,0.8333333333333334,1,6,0.8676456585288981,False,,3,3.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,,0.0,,0.8333333333333334,,,1.0,2,,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,5.0,0.5298013245033113,0,0.0
experiment_2,5fa01b6003aed3026366571c,2-5fa01b6003aed3026366571c-estate_1-congruent,congruent,estate,,0.8679323640511565,1.0,0,5,0.1154700538379251,False,,1,2.0,0.5,1.0,1.0,0.25,,0.0,1.0,0.3333333333333333,,,1.0,,,4.0,5,,House Prices_Desirability_Population Density,House Prices_Desirability_Population Density,6.0,0.4503311258278146,0,0.0
experiment_2,5fa01b6003aed3026366571c,2-5fa01b6003aed3026366571c-finance_1-incongruent,incongruent,finance,,0.6968632455608659,0.8333333333333334,0,3,0.4677071733467427,False,,2,1.0,0.6666666666666667,0.5,1.0,0.0,0.75,,0.5,0.0,1.0,1.0,1.0,,,3.0,3,,Virus Cases_Stock Prices_Lockdown Measures,Virus Cases_Stock Prices_Lockdown Measures,7.0,0.3642384105960264,0,0.0
experiment_2,5fa01b6003aed3026366571c,2-5fa01b6003aed3026366571c-pos_chain_1-generic_0,generic_0,chain,pos,0.6165175055763148,0.6666666666666667,1,1,,,,1,,0.6666666666666667,0.5,,,0.5,,0.5,,,0.75,1.0,,,,,,one_two_three,Blue_Red_Green,9.0,0.4437086092715231,0,0.0
experiment_2,5fa91c5d816c5c831297d606,2-5fa91c5d816c5c831297d606-crime_0-congruent,congruent,crime,,0.7206898061345359,0.1666666666666666,2,3,0.1507556722888818,False,,1,1.0,0.1666666666666666,0.0,0.3333333333333333,0.2,,0.0,,0.3333333333333333,,0.0,0.6,,,1.0,3,,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,3.0,0.0264900662251655,0,0.0
experiment_2,5fa91c5d816c5c831297d606,2-5fa91c5d816c5c831297d606-estate_0-implausible,implausible,estate,,0.7969307669732761,0.6666666666666667,2,4,0.8921425711997711,False,,3,3.0,0.1666666666666666,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,,0.6666666666666666,,,1.0,3,,House Prices_Desirability_Population Density,House Prices_Desirability_Population Density,6.0,0.0794701986754966,0,0.0
experiment_2,5fa91c5d816c5c831297d606,2-5fa91c5d816c5c831297d606-finance_0-incongruent,incongruent,finance,,0.688527809631206,0.3333333333333333,1,1,0.5107539184552491,False,,2,2.0,0.3333333333333333,0.0,0.0,0.0,,0.0,0.0,0.0,,0.6666666666666666,0.6666666666666666,,,2.0,3,,Virus Cases_Stock Prices_Lockdown Measures,Virus Cases_Stock Prices_Lockdown Measures,5.0,0.0397350993377483,0,0.0
experiment_2,5fa91c5d816c5c831297d606,2-5fa91c5d816c5c831297d606-pos_chain_1-generic_0,generic_0,chain,pos,0.5149287499273341,0.0,1,1,,,,1,,0.0,0.0,,,0.0,,0.0,,,0.0,1.0,,,,,,one_two_three,Blue_Red_Green,5.0,0.0728476821192053,0,0.0
experiment_2,5fb6ed2116919c000a99249e,2-5fb6ed2116919c000a99249e-crime_1-implausible,implausible,crime,,0.8756459991565483,1.0,0,5,0.8944271909999159,False,,3,1.0,0.5,1.0,1.0,1.0,0.25,,0.3333333333333333,1.0,0.0,,1.0,,,1.0,2,,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,8.0,0.5827814569536424,1,1.0
experiment_2,5fb6ed2116919c000a99249e,2-5fb6ed2116919c000a99249e-estate_1-congruent,congruent,estate,,0.8719631200671041,1.0,0,5,0.1212678125181664,False,,1,2.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,,,3.0,4,,House Prices_Desirability_Population Density,House Prices_Desirability_Population Density,7.0,0.3443708609271523,1,1.0
experiment_2,5fb6ed2116919c000a99249e,2-5fb6ed2116919c000a99249e-finance_1-incongruent,incongruent,finance,,1.0,1.0,0,3,0.4850712500726659,False,,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2.0,3,,Virus Cases_Stock Prices_Lockdown Measures,Virus Cases_Stock Prices_Lockdown Measures,9.0,0.4900662251655629,1,1.0
experiment_2,5fb6ed2116919c000a99249e,2-5fb6ed2116919c000a99249e-pos_chain_1-generic_0,generic_0,chain,pos,0.9142507074287456,0.8333333333333334,1,1,,,,1,,0.8333333333333334,1.0,,,1.0,,1.0,,,0.75,1.0,,,,,,one_two_three,Blue_Red_Green,8.0,0.5165562913907285,1,1.0
experiment_2,5fb91837b8c8756d924f7351,2-5fb91837b8c8756d924f7351-crime_3-congruent,congruent,crime,,0.6952112619150963,0.8333333333333334,0,5,0.1104315260748465,False,,1,2.0,0.6666666666666667,0.0,1.0,0.6666666666666666,0.6666666666666666,,0.0,0.6666666666666666,1.0,,1.0,,,4.0,5,,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,8.0,0.6324503311258278,0,0.0
experiment_2,5fb91837b8c8756d924f7351,2-5fb91837b8c8756d924f7351-estate_3-incongruent,incongruent,estate,,0.8541350085021054,0.8333333333333334,1,3,0.4790701375804084,False,,2,3.0,0.5,1.0,1.0,0.6,,0.6666666666666666,,0.5,,0.0,1.0,,,3.0,4,,House Prices_Desirability_Population Density,House Prices_Desirability_Population Density,10.0,0.4735099337748344,0,0.0
experiment_2,5fb91837b8c8756d924f7351,2-5fb91837b8c8756d924f7351-finance_3-implausible,implausible,finance,,0.8756459991565483,0.6666666666666667,2,5,0.9029864978971808,False,,3,1.0,0.5,0.3333333333333333,1.0,0.0,0.25,0.0,1.0,,0.6666666666666666,,0.6666666666666666,,,4.0,3,,Virus Cases_Stock Prices_Lockdown Measures,Virus Cases_Stock Prices_Lockdown Measures,11.0,0.5298013245033113,0,0.0
experiment_2,5fb91837b8c8756d924f7351,2-5fb91837b8c8756d924f7351-pos_chain_3-generic_0,generic_0,chain,pos,0.8082587527881574,0.6666666666666667,1,1,,,,1,,0.6666666666666667,1.0,,,1.0,,1.0,,,0.5,1.0,,,,,,one_two_three,Blue_Red_Green,12.0,0.3278145695364238,0,0.0
experiment_2,5fbeef08fae48b16613fbe94,2-5fbeef08fae48b16613fbe94-crime_0-congruent,congruent,crime,,0.7451764042811873,0.8333333333333334,1,2,0.1259881576697424,False,,1,1.0,0.6666666666666667,1.0,0.0,0.5,0.5,0.5,1.0,,0.0,1.0,1.0,,,4.0,4,,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,6.0,0.6291390728476821,1,1.0
experiment_2,5fbeef08fae48b16613fbe94,2-5fbeef08fae48b16613fbe94-estate_0-implausible,implausible,estate,,0.8719631200671041,1.0,0,3,0.8660254037844387,False,,3,2.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,,,4.0,4,,House Prices_Desirability_Population Density,House Prices_Desirability_Population Density,10.0,0.4801324503311258,1,1.0
experiment_2,5fbeef08fae48b16613fbe94,2-5fbeef08fae48b16613fbe94-finance_0-incongruent,incongruent,finance,,0.818630937472497,0.8333333333333334,0,2,0.4760952285695233,False,,2,3.0,0.6666666666666667,0.75,1.0,0.75,,0.6666666666666666,0.0,1.0,,1.0,1.0,,,3.0,4,,Virus Cases_Stock Prices_Lockdown Measures,Virus Cases_Stock Prices_Lockdown Measures,10.0,0.652317880794702,1,1.0
experiment_2,5fbeef08fae48b16613fbe94,2-5fbeef08fae48b16613fbe94-pos_chain_3-generic_0,generic_0,chain,pos,0.8285014148574912,0.8333333333333334,1,1,,,,1,,0.8333333333333334,1.0,,,1.0,,1.0,,,0.75,1.0,,,,,,one_two_three,Blue_Red_Green,13.0,0.4337748344370861,1,1.0
experiment_2,5fc64e35746dd626bb337f76,2-5fc64e35746dd626bb337f76-confound_1-generic_0,generic_0,confound,neg,0.5157658018884976,0.5,0,0,,,,1,,0.5,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,,,,,,one_two_three,Blue_Red_Green,9.0,0.5298013245033113,0,0.0
experiment_2,5fc64e35746dd626bb337f76,2-5fc64e35746dd626bb337f76-crime_5-incongruent,incongruent,crime,,0.7485673235146281,0.6666666666666667,2,4,0.5410017808004592,False,,2,3.0,0.1666666666666666,,0.8,0.0,0.3333333333333333,,,0.0,0.3333333333333333,0.0,1.0,,,4.0,4,,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,5.0,0.3841059602649007,0,0.0
experiment_2,5fc64e35746dd626bb337f76,2-5fc64e35746dd626bb337f76-estate_5-implausible,implausible,estate,,0.6789193504660322,0.8333333333333334,1,5,0.8905635565617211,False,,3,2.0,0.1666666666666666,1.0,0.8,0.0,0.25,,1.0,0.0,0.0,,1.0,,,3.0,3,,House Prices_Desirability_Population Density,House Prices_Desirability_Population Density,5.0,0.6059602649006622,0,0.0
experiment_2,5fc64e35746dd626bb337f76,2-5fc64e35746dd626bb337f76-finance_5-congruent,congruent,finance,,0.5015174541823471,0.5,2,2,0.1290994448735805,False,,1,1.0,0.5,0.5,0.0,0.0,0.3333333333333333,,0.5,0.0,0.0,1.0,1.0,,,3.0,4,,Virus Cases_Stock Prices_Lockdown Measures,Virus Cases_Stock Prices_Lockdown Measures,9.0,0.5596026490066225,0,0.0
experiment_2,5fc7efbee5390f0b42e30f22,2-5fc7efbee5390f0b42e30f22-crime_1-implausible,implausible,crime,,0.7920499020359855,0.5,2,4,0.872278375988647,False,,3,3.0,0.1666666666666666,0.5,1.0,0.0,0.25,0.0,0.3333333333333333,,0.0,0.0,0.6,,,2.0,3,,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,22.0,0.5264900662251656,1,1.0
experiment_2,5fc7efbee5390f0b42e30f22,2-5fc7efbee5390f0b42e30f22-estate_1-congruent,congruent,estate,,0.9163757989992908,0.8333333333333334,1,3,0.1336306209562122,True,,1,2.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.5,1.0,,,4.0,5,,House Prices_Desirability_Population Density,House Prices_Desirability_Population Density,9.0,0.5198675496688742,1,1.0
experiment_2,5fc7efbee5390f0b42e30f22,2-5fc7efbee5390f0b42e30f22-finance_1-incongruent,incongruent,finance,,0.7234087271072401,0.6666666666666667,2,6,0.5413902920037097,False,,2,1.0,0.5,,0.6666666666666666,0.3333333333333333,0.6666666666666666,,,0.3333333333333333,0.6666666666666666,,1.0,,,2.0,3,,Virus Cases_Stock Prices_Lockdown Measures,Virus Cases_Stock Prices_Lockdown Measures,15.0,0.5463576158940397,1,1.0
experiment_2,5fc7efbee5390f0b42e30f22,2-5fc7efbee5390f0b42e30f22-pos_chain_3-generic_0,generic_0,chain,pos,0.8787321874818335,0.8333333333333334,0,1,,,,1,,0.6666666666666667,1.0,,,0.5,,0.5,,,0.75,1.0,,,,,,one_two_three,Blue_Red_Green,17.0,0.5529801324503312,1,1.0
experiment_2,5fc86c1b2df6ff1ff7a51ea5,2-5fc86c1b2df6ff1ff7a51ea5-confound_2-generic_0,generic_0,confound,pos,0.8825559560970593,1.0,0,0,,,,1,,0.6666666666666667,1.0,,0.0,0.5,0.0,0.5,,,1.0,1.0,,,,,,one_two_three,Blue_Red_Green,5.0,0.4006622516556291,0,1.0
experiment_2,5fc86c1b2df6ff1ff7a51ea5,2-5fc86c1b2df6ff1ff7a51ea5-crime_5-incongruent,incongruent,crime,,0.7373871342805549,0.6666666666666667,2,3,0.4830458915396479,False,,2,2.0,0.3333333333333333,0.6666666666666666,1.0,0.5,0.3333333333333333,0.5,1.0,,0.0,0.0,1.0,,,3.0,4,,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,10.0,0.4801324503311258,0,1.0
experiment_2,5fc86c1b2df6ff1ff7a51ea5,2-5fc86c1b2df6ff1ff7a51ea5-estate_5-implausible,implausible,estate,,0.6789193504660322,0.6666666666666667,2,6,0.9063269671749656,False,,3,3.0,0.3333333333333333,1.0,0.5,0.0,0.5,,1.0,0.0,0.0,,1.0,,,3.0,4,,House Prices_Desirability_Population Density,House Prices_Desirability_Population Density,7.0,0.6225165562913907,0,1.0
experiment_2,5fc86c1b2df6ff1ff7a51ea5,2-5fc86c1b2df6ff1ff7a51ea5-finance_5-congruent,congruent,finance,,0.886039423540362,1.0,0,0,0.1240347345892084,False,,1,1.0,0.6666666666666667,1.0,,0.5,0.5,0.5,0.5,,,1.0,1.0,,,4.0,4,,Virus Cases_Stock Prices_Lockdown Measures,Virus Cases_Stock Prices_Lockdown Measures,11.0,0.1556291390728476,0,1.0
experiment_2,5fcb705d9b31048d04ac0a8a,2-5fcb705d9b31048d04ac0a8a-confound_2-generic_0,generic_0,confound,pos,0.8825559560970593,1.0,0,0,,,,1,,0.6666666666666667,1.0,,1.0,0.0,1.0,0.0,,,1.0,1.0,,,,,,one_two_three,Blue_Red_Green,7.0,0.4635761589403973,1,1.0
experiment_2,5fcb705d9b31048d04ac0a8a,2-5fcb705d9b31048d04ac0a8a-crime_3-congruent,congruent,crime,,0.9221501055838476,0.8333333333333334,1,1,0.1178511301977579,False,,1,3.0,0.8333333333333334,1.0,0.5,0.0,1.0,,1.0,0.0,1.0,1.0,0.75,,,4.0,5,,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,10.0,0.4039735099337748,1,1.0
experiment_2,5fcb705d9b31048d04ac0a8a,2-5fcb705d9b31048d04ac0a8a-estate_3-incongruent,incongruent,estate,,0.8241368854718353,0.6666666666666667,1,4,0.5033222956847166,False,,2,1.0,0.5,0.5,0.75,0.5,0.5,,0.5,0.5,0.5,,0.6666666666666666,,,2.0,3,,House Prices_Desirability_Population Density,House Prices_Desirability_Population Density,9.0,0.5264900662251656,1,1.0
experiment_2,5fcb705d9b31048d04ac0a8a,2-5fcb705d9b31048d04ac0a8a-finance_3-implausible,implausible,finance,,0.8152127129280409,0.8333333333333334,1,6,0.8770580193070293,False,,3,2.0,0.3333333333333333,1.0,0.75,1.0,0.2,,0.0,1.0,0.3333333333333333,,0.8333333333333334,,,1.0,3,,Virus Cases_Stock Prices_Lockdown Measures,Virus Cases_Stock Prices_Lockdown Measures,11.0,0.390728476821192,1,1.0
experiment_2,5fd761f02e24f003c7dbc814,2-5fd761f02e24f003c7dbc814-confound_1-generic_0,generic_0,confound,neg,0.8825559560970593,1.0,0,0,,,,1,,0.6666666666666667,1.0,1.0,1.0,0.0,1.0,,,0.0,1.0,1.0,,,,,,one_two_three,Blue_Red_Green,7.0,0.5198675496688742,0,0.0
experiment_2,5fd761f02e24f003c7dbc814,2-5fd761f02e24f003c7dbc814-crime_2-incongruent,incongruent,crime,,0.886039423540362,1.0,0,1,0.5144957554275265,False,,2,3.0,0.6666666666666667,1.0,1.0,1.0,,1.0,0.0,1.0,,1.0,1.0,,,3.0,4,,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,4.0,0.5,0,0.0
experiment_2,5fd761f02e24f003c7dbc814,2-5fd761f02e24f003c7dbc814-estate_2-congruent,congruent,estate,,1.0,1.0,0,6,0.1280368799328959,False,,1,2.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,,3.0,4,,House Prices_Desirability_Population Density,House Prices_Desirability_Population Density,9.0,0.3774834437086092,0,0.0
experiment_2,5fd761f02e24f003c7dbc814,2-5fd761f02e24f003c7dbc814-finance_2-implausible,implausible,finance,,0.6795273760479645,0.5,1,3,0.876274581884664,False,,3,1.0,0.5,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,,1.0,0.0,1.0,,,2.0,2,,Virus Cases_Stock Prices_Lockdown Measures,Virus Cases_Stock Prices_Lockdown Measures,6.0,0.4834437086092715,0,0.0
experiment_2,5fecb4e73e41f76583b6023a,2-5fecb4e73e41f76583b6023a-crime_3-congruent,congruent,crime,,0.8013201464402434,0.6666666666666667,2,2,0.1428571428571428,False,,1,1.0,0.5,0.75,1.0,0.5,,0.6666666666666666,1.0,0.0,,0.0,1.0,,,3.0,4,,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,5.0,0.4602649006622517,0,0.0
experiment_2,5fecb4e73e41f76583b6023a,2-5fecb4e73e41f76583b6023a-estate_3-incongruent,incongruent,estate,,0.8492443277111181,0.6666666666666667,2,3,0.5114083119567588,False,,2,2.0,0.3333333333333333,1.0,1.0,,0.0,,0.0,,1.0,0.0,1.0,,,3.0,4,,House Prices_Desirability_Population Density,House Prices_Desirability_Population Density,6.0,0.314569536423841,0,0.0
experiment_2,5fecb4e73e41f76583b6023a,2-5fecb4e73e41f76583b6023a-finance_3-implausible,implausible,finance,,0.743926240134208,0.8333333333333334,1,4,0.8539125638299666,False,,3,3.0,0.3333333333333333,0.75,1.0,0.0,0.6666666666666666,0.0,0.5,0.0,1.0,,1.0,,,3.0,3,,Virus Cases_Stock Prices_Lockdown Measures,Virus Cases_Stock Prices_Lockdown Measures,3.0,0.3874172185430463,0,0.0
experiment_2,5fecb4e73e41f76583b6023a,2-5fecb4e73e41f76583b6023a-pos_chain_3-generic_0,generic_0,chain,pos,0.5627626839023969,0.5,1,1,,,,1,,0.5,0.0,,,0.0,,0.0,,,0.75,1.0,,,,,,one_two_three,Blue_Red_Green,5.0,0.4470198675496689,0,0.0
experiment_2,5fedf2023cc53c06d3406a14,2-5fedf2023cc53c06d3406a14-confound_3-generic_0,generic_0,confound,pos,0.796580948913757,0.6666666666666667,0,0,,,,1,,0.5,0.6666666666666666,,0.0,0.5,0.0,0.5,,,0.6666666666666666,0.6666666666666666,,,,,,one_two_three,Blue_Red_Green,7.0,0.6556291390728477,0,0.0
experiment_2,5fedf2023cc53c06d3406a14,2-5fedf2023cc53c06d3406a14-crime_4-implausible,implausible,crime,,0.5292033511843117,0.1666666666666666,4,5,0.8905635565617211,False,,3,2.0,0.0,0.3333333333333333,0.0,0.0,0.0,,0.0,0.0,0.0,,0.8333333333333334,,,3.0,4,,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,5.0,0.6225165562913907,0,0.0
experiment_2,5fedf2023cc53c06d3406a14,2-5fedf2023cc53c06d3406a14-estate_4-incongruent,incongruent,estate,,0.7662377088939077,0.6666666666666667,1,5,0.5345224838248487,False,,2,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,1.0,,0.8333333333333334,,,2.0,3,,House Prices_Desirability_Population Density,House Prices_Desirability_Population Density,6.0,0.6490066225165563,0,0.0
experiment_2,5fedf2023cc53c06d3406a14,2-5fedf2023cc53c06d3406a14-finance_4-congruent,congruent,finance,,0.8314500343841895,0.8333333333333334,0,2,0.1240347345892084,False,,1,3.0,0.6666666666666667,0.0,1.0,,0.0,,0.0,,0.6666666666666666,1.0,0.75,,,3.0,4,,Virus Cases_Stock Prices_Lockdown Measures,Virus Cases_Stock Prices_Lockdown Measures,10.0,0.5927152317880795,0,0.0
experiment_2,5ffb3cdfa301645772b03b49,2-5ffb3cdfa301645772b03b49-confound_3-generic_0,generic_0,confound,pos,0.8825559560970593,1.0,0,0,,,,1,,0.6666666666666667,1.0,,1.0,0.0,1.0,0.0,,,1.0,1.0,,,,,,one_two_three,Blue_Red_Green,8.0,0.4503311258278146,1,1.0
experiment_2,5ffb3cdfa301645772b03b49,2-5ffb3cdfa301645772b03b49-crime_1-implausible,implausible,crime,,0.8564083682764524,1.0,0,4,0.9258200997725514,False,,3,3.0,0.3333333333333333,1.0,1.0,0.5,0.25,1.0,0.0,0.0,1.0,,1.0,,,1.0,2,,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,6.0,0.3509933774834437,1,1.0
experiment_2,5ffb3cdfa301645772b03b49,2-5ffb3cdfa301645772b03b49-estate_1-congruent,congruent,estate,,0.7336881793543463,0.5,2,3,0.1360827634879543,False,,1,1.0,0.3333333333333333,0.6666666666666666,0.5,0.4,,0.6666666666666666,,0.0,,0.0,1.0,,,4.0,4,,House Prices_Desirability_Population Density,House Prices_Desirability_Population Density,10.0,0.3841059602649007,1,1.0
experiment_2,5ffb3cdfa301645772b03b49,2-5ffb3cdfa301645772b03b49-finance_1-incongruent,incongruent,finance,,1.0,1.0,0,0,0.5413902920037097,False,,2,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,2.0,3,,Virus Cases_Stock Prices_Lockdown Measures,Virus Cases_Stock Prices_Lockdown Measures,6.0,0.5198675496688742,1,1.0
experiment_2,600090cc2864f714e71d0e45,2-600090cc2864f714e71d0e45-confound_3-generic_0,generic_0,confound,pos,0.8825559560970593,1.0,0,0,,,,1,,0.6666666666666667,1.0,,0.0,0.5,0.0,0.5,,,1.0,1.0,,,,,,one_two_three,Blue_Red_Green,8.0,0.3344370860927152,0,0.0
experiment_2,600090cc2864f714e71d0e45,2-600090cc2864f714e71d0e45-crime_1-implausible,implausible,crime,,0.7857142857142857,0.5,2,2,0.9102589898327996,False,,3,2.0,0.5,1.0,0.3333333333333333,,0.4,,1.0,,0.3333333333333333,0.0,0.6,,,2.0,3,,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,4.0,0.390728476821192,0,0.0
experiment_2,600090cc2864f714e71d0e45,2-600090cc2864f714e71d0e45-estate_1-congruent,congruent,estate,,0.8082587527881574,0.8333333333333334,1,1,0.137360563948689,False,,1,1.0,0.6666666666666667,1.0,1.0,,0.5,,1.0,,0.0,0.75,1.0,,,3.0,4,,House Prices_Desirability_Population Density,House Prices_Desirability_Population Density,9.0,0.2052980132450331,0,0.0
experiment_2,600090cc2864f714e71d0e45,2-600090cc2864f714e71d0e45-finance_1-incongruent,incongruent,finance,,0.8241368854718353,1.0,0,6,0.5033222956847166,False,,2,3.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,,1.0,,,2.0,2,,Virus Cases_Stock Prices_Lockdown Measures,Virus Cases_Stock Prices_Lockdown Measures,5.0,0.5794701986754967,0,0.0
experiment_2,60042af01e4c4b52c5ee0c01,2-60042af01e4c4b52c5ee0c01-confound_2-generic_0,generic_0,confound,pos,0.7123220191087696,0.0,0,0,,,,1,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,one_two_three,Blue_Red_Green,8.0,0.1324503311258278,1,0.0
experiment_2,60042af01e4c4b52c5ee0c01,2-60042af01e4c4b52c5ee0c01-crime_0-congruent,congruent,crime,,0.7507776068603866,0.5,3,5,0.1360827634879543,False,,1,3.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.4,,0.5,0.0,0.3333333333333333,,,0.8333333333333334,,,3.0,4,,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,7.0,0.0794701986754966,1,0.0
experiment_2,60042af01e4c4b52c5ee0c01,2-60042af01e4c4b52c5ee0c01-estate_0-implausible,implausible,estate,,0.6002578150445094,0.1666666666666666,5,5,0.8790490729915326,False,,3,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.6666666666666666,,,2.0,3,,House Prices_Desirability_Population Density,House Prices_Desirability_Population Density,8.0,0.162251655629139,1,0.0
experiment_2,60042af01e4c4b52c5ee0c01,2-60042af01e4c4b52c5ee0c01-finance_0-incongruent,incongruent,finance,,0.6585846852030299,0.1666666666666666,1,2,0.5139561687500467,False,,2,2.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,,,2.0,2,,Virus Cases_Stock Prices_Lockdown Measures,Virus Cases_Stock Prices_Lockdown Measures,7.0,0.0927152317880794,1,0.0
experiment_2,600a9ab59e9b701db49fbec1,2-600a9ab59e9b701db49fbec1-crime_4-implausible,implausible,crime,,0.7969307669732761,0.8333333333333334,1,5,0.8790490729915326,False,,3,2.0,0.1666666666666666,0.6666666666666666,1.0,0.5,0.0,0.5,0.0,,0.0,,1.0,,,3.0,2,,Police action_Crime rate_Population happiness,Police action_Crime rate_Population happiness,11.0,0.3509933774834437,0,0.0
experiment_2,600a9ab59e9b701db49fbec1,2-600a9ab59e9b701db49fbec1-estate_4-incongruent,incongruent,estate,,0.907152330911474,1.0,0,0,0.5310850045437944,False,,2,3.0,0.8333333333333334,,1.0,,0.0,,,,0.0,1.0,1.0,,,3.0,4,,House Prices_Desirability_Population Density,House Prices_Desirability_Population Density,6.0,0.3079470198675497,0,0.0
